"Restaurant";"Review_Date";"User_Name";"User_Reviews";"User_Restaurant_Reviews";"User_Helpful_Votes"
"Restauracja Kokieteria";"8/15/2015";"Sowa N";4;0;0
"Restauracja Kokieteria";"8/15/2015";"marcopolo...";52;21;19
"Restauracja Kokieteria";"8/9/2015";"Vito D";9;9;5
"Restauracja Kokieteria";"7/17/2015";"ElluJ";41;20;12
"Restauracja Kokieteria";"7/15/2015";"KetilC";4;4;1
"Restauracja Kokieteria";"7/6/2015";"Beata S";3;0;6
"Restauracja Kokieteria";"5/20/2015";"Terje F";108;55;76
"Restauracja Kokieteria";"5/8/2015";"ALEXEY_Mo...";67;59;36
"Restauracja Kokieteria";"5/7/2015";"Alexey B";75;35;16
"Restauracja Kokieteria";"4/26/2015";"Agnieszka...";2;0;0
"Restauracja Kokieteria";"4/17/2015";"fruzia783";22;5;21
"Restauracja Kokieteria";"4/15/2015";"Damian R";60;27;14
"Restauracja Kokieteria";"3/10/2015";"Ulrich P";22;4;11
"Restauracja Kokieteria";"1/16/2015";"Mickael N";1;0;0
"Restauracja Kokieteria";"12/11/2014";"pijang";12;3;9
"Restauracja Kokieteria";"9/26/2014";"Svein A";4;3;2
"Restauracja Kokieteria";"8/26/2014";"Ursus123";39;16;8
"Restauracja Kokieteria";"8/17/2014";"Andrrrey";261;117;86
"Restauracja Kokieteria";"6/17/2014";"Daniel801...";2;0;3
"Restauracja Kokieteria";"6/9/2014";"puseline";69;19;34
"Restauracja Kokieteria";"4/19/2014";"victor201...";24;11;9
"Restauracja Kokieteria";"4/9/2014";"Karolina...";3;3;3
"Restauracja Kokieteria";"1/3/2014";"Nansyss";6;3;1
"Restauracja Kokieteria";"12/1/2012";"Barbara V...";13;0;15
"Restauracja Kokieteria";"10/2/2012";"Soracte";491;257;256
"Restauracja Kokieteria";"9/15/2012";"Bandytjej...";1;0;0
"Restauracja Kokieteria";"8/21/2012";"Piotr S";3;0;0
"Restauracja Kokieteria";"7/14/2012";"egros";177;64;62
"Cafe Factotum";"11/5/2015";"Gunnar K";15;9;7
"Cafe Factotum";"10/13/2015";"Gregg M";13;10;2
"Cafe Factotum";"10/4/2015";"urbanberta";11;6;6
"Cafe Factotum";"9/28/2015";"billionsunsets";21;3;8
"Cafe Factotum";"9/6/2015";"Andy H";7;5;3
"Cafe Factotum";"8/23/2015";"Krisztian Ferry... K";22;12;4
"Cafe Factotum";"7/31/2015";"hemingwayaway";137;66;242
"Cafe Factotum";"7/30/2015";"Izabela P";10;6;2
"Cafe Factotum";"7/15/2015";"reisegalen";4;3;1
"Cafe Factotum";"4/26/2015";"Leonard G";8;8;2
"Cafe Factotum";"3/24/2015";"Kalle H";2;0;1
"Cafe Factotum";"2/15/2015";"ajs202";40;22;14
"Cafe Factotum";"1/17/2015";"Krisztian Ferry... K";22;12;4
"Cafe Factotum";"1/11/2015";"Kenneth S";1;0;1
"Cafe Factotum";"12/6/2014";"File101";163;93;68
"Cafe Factotum";"11/22/2014";"4-legged-creature";39;14;10
"Cafe Factotum";"11/22/2014";"Leena S";182;125;40
"Cafe Factotum";"10/11/2014";"minnam11";14;7;3
"Cafe Factotum";"9/27/2014";"jjknyc";43;24;14
"Cafe Factotum";"9/6/2014";"zombilly";20;16;5
"Cafe Factotum";"9/5/2014";"3kids2cats1spouse";5;0;3
"Cafe Factotum";"3/13/2014";"Kamila P";3;0;0
"Cafe Factotum";"1/3/2014";"Mattsaman";80;29;51
"Cafe Factotum";"10/22/2015";"MonikaGda...";11;7;0
"Cafe Factotum";"9/8/2015";"MariaMaga...";2;0;0
"Cafe Factotum";"8/15/2015";"Sylwia P";45;24;12
"Cafe Factotum";"8/15/2015";"olov a";6;6;2
"Cafe Factotum";"8/15/2015";"ArekZegar...";1;0;0
"Cafe Factotum";"7/28/2015";"Radosaw...";7;0;3
"Cafe Factotum";"7/25/2015";"Edyta S";96;70;18
"Cafe Factotum";"7/17/2015";"Paulina S";12;12;0
"Cafe Factotum";"7/17/2015";"funnylike...";18;15;5
"Cafe Factotum";"7/16/2015";"Eva E";6;6;2
"Cafe Factotum";"6/23/2015";"Tomasz D";2;0;1
"Cafe Factotum";"6/18/2015";"Mateusz D";5;5;0
"Cafe Factotum";"6/15/2015";"BearFC";26;12;5
"Cafe Factotum";"5/3/2015";"Joanna M";2;0;0
"Cafe Factotum";"4/18/2015";"humptyang...";5;5;3
"Cafe Factotum";"3/5/2015";"Aleksandr...";1;0;0
"Cafe Factotum";"2/18/2015";"Zet E";41;17;18
"Cafe Factotum";"2/9/2015";"Andreas G";24;14;1
"Cafe Factotum";"11/29/2014";"akoloskov";198;88;75
"Cafe Factotum";"8/24/2014";"Norbert J";5;5;1
"Cafe Factotum";"8/11/2014";"Yulia R";401;176;662
"Cafe Factotum";"7/26/2014";"NOREKID";2;0;0
"Cafe Factotum";"4/14/2014";"Wojciech...";302;177;160
"Cafe Factotum";"3/3/2014";"IgorB61";17;7;6
"Hard Rock Cafe";"11/15/2015";"ashka1";54;37;30
"Hard Rock Cafe";"11/14/2015";"nr1rolf";13;9;2
"Hard Rock Cafe";"11/12/2015";"m0zfan";58;40;68
"Hard Rock Cafe";"11/12/2015";"Ela H";5;0;1
"Hard Rock Cafe";"11/12/2015";"Veronica W";2;0;0
"Hard Rock Cafe";"11/5/2015";"Iain U";60;33;29
"Hard Rock Cafe";"11/5/2015";"Ingrid F";1;0;0
"Hard Rock Cafe";"11/5/2015";"Roberto P";7;0;1
"Hard Rock Cafe";"11/5/2015";"Tennce";1;0;0
"Hard Rock Cafe";"11/5/2015";"Rune S";13;11;0
"Hard Rock Cafe";"11/5/2015";"Geri L";5;0;4
"Hard Rock Cafe";"10/29/2015";"sjshrews";40;15;33
"Hard Rock Cafe";"10/29/2015";"Melissa R";1;0;0
"Hard Rock Cafe";"10/29/2015";"3Monica3B";3;0;1
"Hard Rock Cafe";"10/29/2015";"Przemysaw S";1;0;0
"Hard Rock Cafe";"10/29/2015";"Irene J";3;3;1
"Hard Rock Cafe";"10/29/2015";"Jan L";2;0;0
"Hard Rock Cafe";"10/29/2015";"Daeon";2;0;2
"Hard Rock Cafe";"10/22/2015";"therams_1884";154;33;70
"Hard Rock Cafe";"10/22/2015";"bellydancerG";42;18;14
"Hard Rock Cafe";"10/14/2015";"Stephipephi";47;16;19
"Hard Rock Cafe";"10/6/2015";"jojimbo";182;95;101
"Hard Rock Cafe";"10/6/2015";"Martin P";44;21;26
"Hard Rock Cafe";"9/28/2015";"Michael H";30;20;6
"Hard Rock Cafe";"9/20/2015";"Michal G";123;52;24
"Hard Rock Cafe";"9/14/2015";"Mark W";1;0;1
"Hard Rock Cafe";"9/13/2015";"Jacqueline K";104;68;51
"Hard Rock Cafe";"9/12/2015";"lutz d";1;0;0
"Hard Rock Cafe";"9/12/2015";"Darcy Y";1;0;0
"Hard Rock Cafe";"9/6/2015";"HairyLion";52;25;21
"Hard Rock Cafe";"9/2/2015";"Adelfa C";8;4;1
"Hard Rock Cafe";"8/30/2015";"Carla M";21;17;4
"Hard Rock Cafe";"8/30/2015";"Rennil";1;0;0
"Hard Rock Cafe";"8/27/2015";"sandrat322";5;0;1
"Hard Rock Cafe";"8/19/2015";"alexnewman333";2;0;0
"Hard Rock Cafe";"8/18/2015";"KatjaPievilainen";4;0;6
"Hard Rock Cafe";"8/18/2015";"lancashireglassh0use";30;8;12
"Hard Rock Cafe";"8/15/2015";"EirinLZ";17;14;10
"Hard Rock Cafe";"8/15/2015";"Bozenna_BATOGOWSKA";1;0;0
"Hard Rock Cafe";"8/15/2015";"rockie2015";1;0;0
"Hard Rock Cafe";"8/13/2015";"Elton W";1;0;0
"Hard Rock Cafe";"8/13/2015";"edytadabrowska";1;0;0
"Hard Rock Cafe";"8/10/2015";"Sean R";4;3;0
"Hard Rock Cafe";"8/9/2015";"Debsbrads";29;13;30
"Hard Rock Cafe";"8/8/2015";"Richard M";5;0;2
"Hard Rock Cafe";"8/8/2015";"bentepia";3;0;2
"Hard Rock Cafe";"8/7/2015";"Rafal G";5;4;7
"Hard Rock Cafe";"8/6/2015";"Hallvard F";1;0;0
"Hard Rock Cafe";"8/5/2015";"67piar";13;13;4
"Hard Rock Cafe";"7/26/2015";"ThereseVS";38;11;4
"Hard Rock Cafe";"7/21/2015";"Aman Y";1;0;1
"Hard Rock Cafe";"7/20/2015";"kjellsky";2;0;0
"Hard Rock Cafe";"7/20/2015";"Decid";19;9;10
"Hard Rock Cafe";"7/19/2015";"Kenneth V";1;0;0
"Hard Rock Cafe";"7/19/2015";"Renate F";3;0;2
"Hard Rock Cafe";"7/17/2015";"Niel A";3;0;1
"Hard Rock Cafe";"7/17/2015";"miimikko";15;14;1
"Hard Rock Cafe";"7/16/2015";"Spikbebis";14;10;3
"Hard Rock Cafe";"7/16/2015";"Aga C";23;9;7
"Hard Rock Cafe";"7/16/2015";"333kri";1;0;0
"Hard Rock Cafe";"7/15/2015";"669maja";4;4;0
"Hard Rock Cafe";"7/12/2015";"Ramin F";12;10;2
"Hard Rock Cafe";"7/12/2015";"Eskog";127;92;99
"Hard Rock Cafe";"7/11/2015";"Marek C";1;0;0
"Hard Rock Cafe";"7/9/2015";"llqool";62;16;47
"Hard Rock Cafe";"7/9/2015";"Ashild l";4;3;0
"Hard Rock Cafe";"7/8/2015";"Tapio31";31;16;3
"Hard Rock Cafe";"7/6/2015";"louiseflory";1;0;0
"Hard Rock Cafe";"7/5/2015";"torilhell";4;0;0
"Hard Rock Cafe";"7/5/2015";"Lee C";48;19;15
"Hard Rock Cafe";"7/5/2015";"Johhny G";1;0;0
"Hard Rock Cafe";"7/3/2015";"sigbjoha";28;18;12
"Hard Rock Cafe";"6/30/2015";"Eilfjert";1;0;0
"Hard Rock Cafe";"6/29/2015";"soluzcwb";43;9;25
"Hard Rock Cafe";"6/29/2015";"Ted P";246;94;81
"Hard Rock Cafe";"6/25/2015";"Stistens";29;10;10
"Hard Rock Cafe";"6/24/2015";"Caroline T";1;0;0
"Hard Rock Cafe";"6/23/2015";"Dave T";17;14;0
"Hard Rock Cafe";"6/22/2015";"Steven C";4;0;6
"Hard Rock Cafe";"6/21/2015";"Micky D";1;0;0
"Hard Rock Cafe";"6/20/2015";"Tim M";1;0;0
"Hard Rock Cafe";"6/20/2015";"Carl B";5;4;0
"Hard Rock Cafe";"6/19/2015";"Anthony B";2;0;2
"Hard Rock Cafe";"6/3/2015";"Kjetil H";1;0;0
"Hard Rock Cafe";"5/29/2015";"Christian S";1;0;0
"Hard Rock Cafe";"5/23/2015";"thearndt";145;65;76
"Hard Rock Cafe";"5/23/2015";"Ian A";26;12;8
"Hard Rock Cafe";"5/18/2015";"oss2_12";17;9;8
"Hard Rock Cafe";"5/15/2015";"christiano_10";251;39;125
"Hard Rock Cafe";"5/5/2015";"bobcz";64;12;36
"Hard Rock Cafe";"4/23/2015";"Fortunamor";22;5;11
"Hard Rock Cafe";"4/21/2015";"SaleDamc";154;51;70
"Hard Rock Cafe";"4/19/2015";"uvarvu";81;58;35
"Hard Rock Cafe";"4/19/2015";"Elivth";16;4;16
"Hard Rock Cafe";"4/8/2015";"WeeMouse85";35;16;20
"Hard Rock Cafe";"4/4/2015";"Mark S";1;0;0
"Hard Rock Cafe";"3/31/2015";"bontemps777";1;0;0
"Hard Rock Cafe";"3/31/2015";"Livvy-bean";5;4;2
"Hard Rock Cafe";"3/31/2015";"theoldwoman";128;76;104
"Hard Rock Cafe";"3/31/2015";"Astridrh";1;0;0
"Hard Rock Cafe";"3/31/2015";"Kesialucie";1;0;0
"Hard Rock Cafe";"3/29/2015";"sally h";75;37;74
"Hard Rock Cafe";"3/25/2015";"Chris C";15;5;8
"Hard Rock Cafe";"3/24/2015";"KaylaManning";64;22;127
"Hard Rock Cafe";"3/17/2015";"Anette H";13;6;3
"Hard Rock Cafe";"3/11/2015";"MagdaMarek_13";10;6;50
"Hard Rock Cafe";"3/8/2015";"Davie H";26;17;10
"Hard Rock Cafe";"3/8/2015";"Simon R";20;12;10
"Hard Rock Cafe";"3/7/2015";"Even S";1;0;0
"Hard Rock Cafe";"3/7/2015";"Traveloskar";1;0;1
"Hard Rock Cafe";"3/4/2015";"m0zfan";58;40;68
"Hard Rock Cafe";"2/26/2015";"Archer196";1;0;0
"Hard Rock Cafe";"2/23/2015";"Aleks U";12;11;14
"Hard Rock Cafe";"2/22/2015";"Ragnar L";1;0;0
"Hard Rock Cafe";"2/19/2015";"DonCamilloNoruega";3;0;0
"Hard Rock Cafe";"2/14/2015";"Rafal G";5;4;7
"Hard Rock Cafe";"2/8/2015";"Tollefsen179";1;0;0
"Hard Rock Cafe";"2/5/2015";"Mark B";24;19;8
"Hard Rock Cafe";"2/3/2015";"Berit57";85;38;42
"Hard Rock Cafe";"2/1/2015";"Anita Hellevik M";1;0;0
"Hard Rock Cafe";"1/31/2015";"Johannes S";11;8;5
"Hard Rock Cafe";"1/26/2015";"Xoyrasmor";1;0;0
"Hard Rock Cafe";"1/26/2015";"Autofilo";21;15;7
"Hard Rock Cafe";"1/24/2015";"Joshua M";56;36;20
"Hard Rock Cafe";"1/24/2015";"james h";7;3;3
"Hard Rock Cafe";"1/21/2015";"DavidZurhaar";2;0;1
"Hard Rock Cafe";"1/21/2015";"Matthijs J";20;9;5
"Hard Rock Cafe";"1/19/2015";"Ramin P";1;0;0
"Hard Rock Cafe";"1/12/2015";"m m";126;75;26
"Hard Rock Cafe";"1/11/2015";"Laras S";15;9;2
"Hard Rock Cafe";"1/11/2015";"Christerjonsson";4;0;0
"Hard Rock Cafe";"1/9/2015";"jonih654";2;0;1
"Hard Rock Cafe";"1/7/2015";"Ola-Thengs";1;0;0
"Hard Rock Cafe";"1/5/2015";"Conrad H";29;13;12
"Hard Rock Cafe";"1/4/2015";"CheckpointArchzie123";6;3;2
"Hard Rock Cafe";"1/3/2015";"Andrew K";1;0;1
"Hard Rock Cafe";"1/2/2015";"Sarah L";24;13;10
"Hard Rock Cafe";"12/30/2014";"Kjetil B";6;5;2
"Hard Rock Cafe";"12/22/2014";"Mkamyk";1;0;0
"Hard Rock Cafe";"12/11/2014";"HerrFUDGE";55;33;27
"Hard Rock Cafe";"11/23/2014";"Alexandra Jane K";3;3;0
"Hard Rock Cafe";"11/21/2014";"alojzy";20;12;34
"Hard Rock Cafe";"11/8/2014";"aurisofia";15;10;10
"Hard Rock Cafe";"11/7/2014";"och_i";34;27;11
"Hard Rock Cafe";"11/6/2014";"IvarE35";35;18;8
"Hard Rock Cafe";"11/6/2014";"Diina L";5;0;1
"Hard Rock Cafe";"10/31/2014";"Jimmy K";94;60;15
"Hard Rock Cafe";"10/27/2014";"kellylu";49;20;31
"Hard Rock Cafe";"10/22/2014";"Joivha";32;18;16
"Hard Rock Cafe";"10/20/2014";"PaulFinland";55;23;19
"Hard Rock Cafe";"10/15/2014";"Milan P";6;5;2
"Hard Rock Cafe";"10/13/2014";"JanBehrmann";5;0;1
"Hard Rock Cafe";"10/11/2014";"minnam11";14;7;3
"Hard Rock Cafe";"10/11/2014";"SpiderB2";13;7;8
"Hard Rock Cafe";"10/10/2014";"Baget";21;13;3
"Hard Rock Cafe";"10/2/2014";"Michael K";39;13;12
"Hard Rock Cafe";"9/17/2014";"Sandrine_xx";4;0;0
"Hard Rock Cafe";"9/9/2014";"Warren5";92;7;53
"Hard Rock Cafe";"9/4/2014";"PeteWils";252;171;85
"Hard Rock Cafe";"9/2/2014";"Jenny0128";5;3;3
"Hard Rock Cafe";"9/1/2014";"Lucy B";32;11;24
"Hard Rock Cafe";"8/30/2014";"Tomto147";62;19;44
"Hard Rock Cafe";"8/12/2014";"Judith C";13;8;12
"Hard Rock Cafe";"11/18/2015";"Ireneusz...";1;0;0
"Hard Rock Cafe";"11/18/2015";"Camilla J";8;4;0
"Hard Rock Cafe";"11/18/2015";"Malina J";2;0;0
"Hard Rock Cafe";"11/17/2015";"Anna J";1;0;0
"Hard Rock Cafe";"11/12/2015";"Aneta95.9...";1;0;0
"Hard Rock Cafe";"11/12/2015";"Sandra C";1;0;0
"Hard Rock Cafe";"11/12/2015";"Weronika...";1;0;0
"Hard Rock Cafe";"11/12/2015";"Lena P";1;0;0
"Hard Rock Cafe";"11/12/2015";"Filip K";11;9;1
"Hard Rock Cafe";"11/12/2015";"Susanna S";1;0;0
"Hard Rock Cafe";"11/12/2015";"Zuzanna K";1;0;0
"Hard Rock Cafe";"11/12/2015";"Kenneth M";9;0;2
"Hard Rock Cafe";"11/12/2015";"Natalia P";1;0;0
"Hard Rock Cafe";"11/5/2015";"Klaudja M";1;0;0
"Hard Rock Cafe";"11/5/2015";"ceccypia";75;43;26
"Hard Rock Cafe";"11/5/2015";"ArteDeiSa...";13;12;1
"Hard Rock Cafe";"11/5/2015";"Shiro T";1;0;0
"Hard Rock Cafe";"11/5/2015";"Kristin M";5;0;1
"Hard Rock Cafe";"10/29/2015";"Harsko";62;19;13
"Hard Rock Cafe";"10/29/2015";"434aghad";32;15;8
"Hard Rock Cafe";"10/29/2015";"Stian S";47;12;16
"Hard Rock Cafe";"10/29/2015";"loleha";14;6;0
"Hard Rock Cafe";"10/29/2015";"m7o";20;13;4
"Hard Rock Cafe";"10/29/2015";"Jacek R";1;0;0
"Hard Rock Cafe";"10/29/2015";"Geir V";8;5;0
"Hard Rock Cafe";"10/29/2015";"Marta W";1;0;0
"Hard Rock Cafe";"10/22/2015";"i-s-moroz...";26;7;1
"Hard Rock Cafe";"10/22/2015";"Adamjot";23;11;1
"Hard Rock Cafe";"10/22/2015";"ducrocq27";94;14;20
"Hard Rock Cafe";"10/22/2015";"Tomasz S";5;4;5
"Hard Rock Cafe";"10/15/2015";"45anetap";21;19;4
"Hard Rock Cafe";"10/15/2015";"Siv E";22;9;4
"Hard Rock Cafe";"10/13/2015";"Salikatt";37;22;43
"Hard Rock Cafe";"10/11/2015";"Unibert";45;22;13
"Hard Rock Cafe";"10/10/2015";"Bartek J";40;25;7
"Hard Rock Cafe";"10/8/2015";"Oscar F";1;0;0
"Hard Rock Cafe";"10/8/2015";"Kikki_178...";16;5;2
"Hard Rock Cafe";"10/4/2015";"Agnieszka...";21;6;3
"Hard Rock Cafe";"10/4/2015";"Micha K";11;10;2
"Hard Rock Cafe";"10/3/2015";"Westgerma...";3;3;1
"Hard Rock Cafe";"9/30/2015";"Karianne...";11;9;1
"Hard Rock Cafe";"9/27/2015";"Maj-Britt...";6;3;0
"Hard Rock Cafe";"9/26/2015";"Simsalabi...";219;93;69
"Hard Rock Cafe";"9/24/2015";"Duppsko";12;9;9
"Hard Rock Cafe";"9/15/2015";"Petter Th...";11;7;1
"Hard Rock Cafe";"9/13/2015";"Karolina1...";24;20;0
"Hard Rock Cafe";"9/10/2015";"FRG47";13;8;2
"Hard Rock Cafe";"9/6/2015";"jymand";7;5;3
"Hard Rock Cafe";"9/4/2015";"Daniel L";8;0;1
"Hard Rock Cafe";"9/1/2015";"Micha K";5;5;0
"Hard Rock Cafe";"8/30/2015";"Roy P";10;4;7
"Hard Rock Cafe";"8/29/2015";"Daniel G";1;0;0
"Hard Rock Cafe";"8/28/2015";"TobiZag";1;0;0
"Hard Rock Cafe";"8/28/2015";"Filip G";1;0;0
"Hard Rock Cafe";"8/28/2015";"Alina O";39;20;23
"Hard Rock Cafe";"8/27/2015";"Marta N";26;25;5
"Hard Rock Cafe";"8/27/2015";"per inge...";3;0;2
"Hard Rock Cafe";"8/25/2015";"Christoph...";1;0;0
"Hard Rock Cafe";"8/25/2015";"Eryk P";64;23;16
"Hard Rock Cafe";"8/24/2015";"chrispe01";17;10;2
"Hard Rock Cafe";"8/24/2015";"Karolina...";1;0;0
"Hard Rock Cafe";"8/22/2015";"Marta S";4;4;0
"Hard Rock Cafe";"8/22/2015";"Denis B";100;24;60
"Hard Rock Cafe";"8/20/2015";"tonee88";9;7;2
"Hard Rock Cafe";"8/16/2015";"Martin M";5;5;3
"Hard Rock Cafe";"8/16/2015";"Anna J";1;0;0
"Hard Rock Cafe";"8/15/2015";"Weronika...";3;0;0
"Hard Rock Cafe";"8/15/2015";"Monika B";1;0;0
"Hard Rock Cafe";"8/13/2015";"Natalia K";1;0;0
"Hard Rock Cafe";"8/13/2015";"beaaata";1;0;0
"Hard Rock Cafe";"8/13/2015";"Natalia";1;0;0
"Hard Rock Cafe";"8/11/2015";"Angelika...";9;0;2
"Hard Rock Cafe";"8/11/2015";"Karolina...";1;0;0
"Hard Rock Cafe";"8/10/2015";"Kuba R";1;0;0
"Hard Rock Cafe";"8/8/2015";"Monika K";5;3;2
"Hard Rock Cafe";"8/7/2015";"helene651";2;0;0
"Hard Rock Cafe";"8/6/2015";"ensamswe";3;0;0
"Hard Rock Cafe";"8/3/2015";"Hatmyr";9;4;12
"Hard Rock Cafe";"8/1/2015";"Emma S";2;0;1
"Hard Rock Cafe";"8/1/2015";"MK2B";105;105;40
"Hard Rock Cafe";"8/1/2015";"Rafa A";1;0;0
"Hard Rock Cafe";"8/1/2015";"Marta B";2;0;0
"Hard Rock Cafe";"8/1/2015";"Per Magnu...";2;0;0
"Hard Rock Cafe";"7/31/2015";"DomiLein9...";4;3;4
"Hard Rock Cafe";"7/30/2015";"Fabiocost...";9;7;3
"Hard Rock Cafe";"7/30/2015";"Reisefote...";6;4;4
"Hard Rock Cafe";"7/30/2015";"Anna M";1;0;0
"Hard Rock Cafe";"7/30/2015";"Vladislav...";2;0;0
"Hard Rock Cafe";"7/28/2015";"Ketil J";17;10;12
"Hard Rock Cafe";"7/27/2015";"Marta J";1;0;0
"Hard Rock Cafe";"7/26/2015";"Mira C";3;3;0
"Hard Rock Cafe";"7/24/2015";"Raphael S";1;0;0
"Hard Rock Cafe";"7/24/2015";"Dag R";3;3;0
"Hard Rock Cafe";"7/24/2015";"Tomasz R";2;0;1
"Hard Rock Cafe";"7/22/2015";"Gro Anita...";5;0;2
"Hard Rock Cafe";"7/22/2015";"Thomas B";5;4;3
"Hard Rock Cafe";"7/20/2015";"Hege Pett...";1;0;0
"Hard Rock Cafe";"7/19/2015";"jo_aleks";7;7;1
"Hard Rock Cafe";"7/18/2015";"Roland K";15;13;3
"Hard Rock Cafe";"7/18/2015";"Petter729";30;13;3
"Hard Rock Cafe";"7/17/2015";"Wenche H";4;0;0
"Hard Rock Cafe";"7/16/2015";"Alpenbitt...";41;24;26
"Hard Rock Cafe";"7/15/2015";"MadridVoy...";13;7;13
"Hard Rock Cafe";"7/15/2015";"Barbara D";8;0;2
"Hard Rock Cafe";"7/14/2015";"Bartosz K";11;4;1
"Hard Rock Cafe";"7/13/2015";"Lise E";1;0;0
"Hard Rock Cafe";"7/13/2015";"Ulrika P";16;9;2
"Hard Rock Cafe";"7/13/2015";"Lagunama";13;3;3
"Hard Rock Cafe";"7/10/2015";"katy_nen";6;0;2
"Hard Rock Cafe";"7/10/2015";"anMart0n";30;19;3
"Hard Rock Cafe";"7/6/2015";"Sawomir...";4;0;3
"Hard Rock Cafe";"7/5/2015";"mortyblac...";7;5;0
"Hard Rock Cafe";"7/4/2015";"Micha M";12;8;5
"Hard Rock Cafe";"7/3/2015";"marimarif...";5;5;3
"Hard Rock Cafe";"7/2/2015";"Aina F";10;7;4
"Hard Rock Cafe";"6/30/2015";"Christel...";2;0;1
"Hard Rock Cafe";"6/30/2015";"vebsja";10;6;12
"Hard Rock Cafe";"6/28/2015";"Mangersne...";1;0;0
"Hard Rock Cafe";"6/25/2015";"Kine L";10;8;1
"Hard Rock Cafe";"6/24/2015";"EdwardBi";10;4;1
"Hard Rock Cafe";"6/23/2015";"SamiK90";2;0;0
"Hard Rock Cafe";"6/21/2015";"Piotr C";1;0;0
"Hard Rock Cafe";"6/15/2015";"Kamil J";1;0;1
"Hard Rock Cafe";"6/9/2015";"vszlatkin";381;246;174
"Hard Rock Cafe";"5/28/2015";"Natalia27...";20;6;6
"Hard Rock Cafe";"5/27/2015";"Ivar S";5;3;0
"Hard Rock Cafe";"5/21/2015";"Alexey B";75;35;16
"Hard Rock Cafe";"5/21/2015";"Alberto C";22;10;5
"Hard Rock Cafe";"5/18/2015";"Bard A";46;29;5
"Hard Rock Cafe";"5/18/2015";"Dom Jaime...";13;4;1
"Hard Rock Cafe";"5/17/2015";"Andreas K";78;22;60
"Hard Rock Cafe";"5/16/2015";"Reisevant...";2;0;0
"Hard Rock Cafe";"5/5/2015";"Artsartur";48;28;14
"Hard Rock Cafe";"5/3/2015";"Carsten L";12;7;2
"Hard Rock Cafe";"5/1/2015";"Katharina...";54;13;30
"Hard Rock Cafe";"5/1/2015";"Columbusa...";122;29;101
"Hard Rock Cafe";"4/29/2015";"Jane E";2;0;0
"Hard Rock Cafe";"4/24/2015";"Gapatrost...";24;19;7
"Hard Rock Cafe";"4/18/2015";"Upperfiel...";1;0;0
"Hard Rock Cafe";"4/12/2015";"lucaheat";585;235;131
"Hard Rock Cafe";"3/31/2015";"Mania B";1;0;0
"Hard Rock Cafe";"3/30/2015";"kajamozej...";14;6;5
"Hard Rock Cafe";"3/29/2015";"Agata B";1;0;0
"Hard Rock Cafe";"3/29/2015";"Agnieszka...";1;0;0
"Hard Rock Cafe";"3/28/2015";"Skuffet_1...";19;4;7
"Hard Rock Cafe";"3/25/2015";"Robert K";14;5;3
"Hard Rock Cafe";"3/23/2015";"Darek G";2;0;0
"Hard Rock Cafe";"3/15/2015";"Karolina...";1;0;0
"Hard Rock Cafe";"3/9/2015";"Shoppailu...";16;5;2
"Hard Rock Cafe";"3/6/2015";"SaraSkrzy...";1;0;0
"Hard Rock Cafe";"3/4/2015";"milcia81";63;23;15
"Hard Rock Cafe";"3/3/2015";"Helliks";1;0;0
"Hard Rock Cafe";"3/3/2015";"RenateSti...";1;0;0
"Hard Rock Cafe";"3/3/2015";"Nataliaa8...";13;7;4
"Hard Rock Cafe";"3/1/2015";"Patryk M";1;0;0
"Hard Rock Cafe";"2/28/2015";"GosiaKJ";37;25;13
"Hard Rock Cafe";"2/26/2015";"Marcin B";1;0;0
"Hard Rock Cafe";"2/25/2015";"Globtrote...";11;7;6
"Hard Rock Cafe";"2/23/2015";"Nina T";7;6;3
"Hard Rock Cafe";"2/22/2015";"Lasse B";155;62;28
"Hard Rock Cafe";"2/22/2015";"Micha M";12;8;5
"Hard Rock Cafe";"2/22/2015";"AlexTrojm...";12;9;3
"Hard Rock Cafe";"2/21/2015";"Laars1";30;18;8
"Hard Rock Cafe";"2/15/2015";"Kuba S";1;0;2
"Hard Rock Cafe";"2/10/2015";"Dariusz T";14;6;10
"Hard Rock Cafe";"2/10/2015";"Zuzanna95";1;0;1
"Hard Rock Cafe";"2/10/2015";"KsieznaDi...";1;0;0
"Hard Rock Cafe";"2/9/2015";"Marta W";1;0;0
"Hard Rock Cafe";"2/8/2015";"jompah";7;5;3
"Hard Rock Cafe";"2/6/2015";"Magda K";2;0;0
"Hard Rock Cafe";"2/1/2015";"Adam J";3;3;0
"Hard Rock Cafe";"1/28/2015";"Psittacus...";2;0;2
"Hard Rock Cafe";"1/22/2015";"Jarl V";1;0;0
"Hard Rock Cafe";"1/20/2015";"Mickey_Ri...";1;0;0
"Hard Rock Cafe";"1/19/2015";"Elif E";29;7;10
"Hard Rock Cafe";"1/18/2015";"Piotr e";1;0;0
"Hard Rock Cafe";"1/8/2015";"vszlatkin";381;246;174
"Hard Rock Cafe";"1/7/2015";"Harmsen R";5;3;0
"Hard Rock Cafe";"1/6/2015";"Wojciech...";1;0;0
"Hard Rock Cafe";"1/3/2015";"sansaKRK";1;0;0
"Hard Rock Cafe";"1/2/2015";"jjt34gr";81;36;21
"Hard Rock Cafe";"12/31/2014";"Koszalin";8;5;2
"Hard Rock Cafe";"12/20/2014";"Jon-Even...";10;4;3
"Hard Rock Cafe";"12/9/2014";"nitek79";57;24;29
